"predicate_id","predicate_kind","observation_text","predicate_classes","side_binding","condition_selectors","condition_candidate_ids","condition_candidate_keys","contradiction_condition_ids","contradiction_condition_keys","freshness_condition_ids","freshness_condition_keys","evaluation_contract","observability","implementation_status","base_edge_ids","status"
"OPR-029","OBSERVATION","high volumeでも下抜けない","ABSORPTION_STATE BREAK_ATTEMPT PRICE_STALL TAPE_PARTICIPATION","DYNAMIC_FROM_PATTERN_CONTEXT","SIDE_RESOLVED","CD-G16-001 CD-G16-002 CD-G09-026 CD-G09-030 CD-G16-019 CD-G16-020 CD-G09-002 CD-G09-006 CD-G16-033 CD-G16-034 CD-G04-015 CD-G08-002 CD-G08-005 CD-G08-026 CD-G08-029","bid_absorption_like_active ask_absorption_like_active buy_no_progress_ratio_1s sell_no_progress_ratio_1s upside_breakout_attempt downside_breakout_attempt upward_progress_ticks_1s downward_progress_ticks_1s buy_momentum_fading sell_momentum_fading trade_rate_percentile_1m buy_market_volume_1s buy_trade_count_1s sell_market_volume_1s sell_trade_count_1s","CD-G16-037 CD-G16-038 CD-G16-023 CD-G16-024 CD-G09-002 CD-G09-006 CD-G04-015","bid_passive_defense_failed ask_passive_defense_failed upside_breakout_failure downside_breakout_failure upward_progress_ticks_1s downward_progress_ticks_1s trade_rate_percentile_1m","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic","ALL predicate classes true using fresh evidence strictly after prior transition","DIRECT HYBRID","COMPOSITE_CONDITION_AVAILABLE DERIVED_EVALUATOR_REQUIRED","PAT-ABS-SUPPORT-HOLD-BOUNCE-001::E02","UNVALIDATED"
"OPR-030","OBSERVATION","passive buy吸収継続","ABSORPTION_STATE","EXPLICIT_BUY_OR_BID_COMPONENT","SIDE_RESOLVED","CD-G16-001 CD-G16-002 CD-G09-026 CD-G09-030","bid_absorption_like_active ask_absorption_like_active buy_no_progress_ratio_1s sell_no_progress_ratio_1s","CD-G16-037 CD-G16-038","bid_passive_defense_failed ask_passive_defense_failed","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic","ALL predicate classes true using fresh evidence strictly after prior transition","HYBRID","COMPOSITE_CONDITION_AVAILABLE","PAT-ABS-SUPPORT-HOLD-BOUNCE-001::E03","UNVALIDATED"
"OPR-031","OBSERVATION","sellers減衰","TAPE_AGGRESSION TAPE_FADE","EXPLICIT_SELL_OR_ASK_COMPONENT","SIDE_RESOLVED","CD-G08-002 CD-G08-014 CD-G08-017 CD-G08-023 CD-G08-026 CD-G08-038 CD-G08-041 CD-G08-047 CD-G10-002 CD-G16-007 CD-G16-008 CD-G16-033 CD-G16-034 CD-G10-014","buy_market_volume_1s buy_large_trade_count_1s buy_trade_rate_1s buy_side_share_1s sell_market_volume_1s sell_large_trade_count_1s sell_trade_rate_1s sell_side_share_1s trade_delta_5s buyer_fade_active seller_fade_active buy_momentum_fading sell_momentum_fading delta_acceleration_5s","CD-G16-007 CD-G16-008 CD-G16-009 CD-G16-010","buyer_fade_active seller_fade_active buyers_jump_in sellers_jump_in","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete","ALL predicate classes true using fresh evidence strictly after prior transition","DIRECT HYBRID","COMPOSITE_CONDITION_AVAILABLE DERIVED_EVALUATOR_REQUIRED","PAT-ABS-SUPPORT-HOLD-BOUNCE-001::E04","UNVALIDATED"
"OPR-032","OBSERVATION","price上向き","PRICE_REVERSAL","EXPLICIT_BUY_OR_BID_COMPONENT","SIDE_RESOLVED","CD-G09-034 CD-G09-038 CD-G16-015 CD-G16-016 CD-G16-040 CD-G16-041","reversion_from_window_high_1s reversion_from_window_low_1s high_rejection_active low_rejection_active directional_flow_resumed_up directional_flow_resumed_down","CD-G16-021 CD-G16-022","upside_breakout_follow_through downside_breakout_follow_through","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete","ALL predicate classes true using fresh evidence strictly after prior transition","HYBRID","COMPOSITE_CONDITION_AVAILABLE","PAT-ABS-SUPPORT-HOLD-BOUNCE-001::E05","UNVALIDATED"
"OPR-033","OBSERVATION","resistanceへbuy aggression","TAPE_AGGRESSION","EXPLICIT_BUY_OR_BID_COMPONENT","SIDE_RESOLVED","CD-G08-002 CD-G08-014 CD-G08-017 CD-G08-023 CD-G08-026 CD-G08-038 CD-G08-041 CD-G08-047 CD-G10-002","buy_market_volume_1s buy_large_trade_count_1s buy_trade_rate_1s buy_side_share_1s sell_market_volume_1s sell_large_trade_count_1s sell_trade_rate_1s sell_side_share_1s trade_delta_5s","CD-G16-007 CD-G16-008","buyer_fade_active seller_fade_active","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete","ALL predicate classes true using fresh evidence strictly after prior transition","DIRECT","DERIVED_EVALUATOR_REQUIRED","PAT-ABS-RESISTANCE-HOLD-BOUNCE-001::E01","UNVALIDATED"
"OPR-034","OBSERVATION","high volumeでも上抜けない","ABSORPTION_STATE BREAK_ATTEMPT PRICE_STALL TAPE_PARTICIPATION","DYNAMIC_FROM_PATTERN_CONTEXT","SIDE_RESOLVED","CD-G16-001 CD-G16-002 CD-G09-026 CD-G09-030 CD-G16-019 CD-G16-020 CD-G09-002 CD-G09-006 CD-G16-033 CD-G16-034 CD-G04-015 CD-G08-002 CD-G08-005 CD-G08-026 CD-G08-029","bid_absorption_like_active ask_absorption_like_active buy_no_progress_ratio_1s sell_no_progress_ratio_1s upside_breakout_attempt downside_breakout_attempt upward_progress_ticks_1s downward_progress_ticks_1s buy_momentum_fading sell_momentum_fading trade_rate_percentile_1m buy_market_volume_1s buy_trade_count_1s sell_market_volume_1s sell_trade_count_1s","CD-G16-037 CD-G16-038 CD-G16-023 CD-G16-024 CD-G09-002 CD-G09-006 CD-G04-015","bid_passive_defense_failed ask_passive_defense_failed upside_breakout_failure downside_breakout_failure upward_progress_ticks_1s downward_progress_ticks_1s trade_rate_percentile_1m","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic","ALL predicate classes true using fresh evidence strictly after prior transition","DIRECT HYBRID","COMPOSITE_CONDITION_AVAILABLE DERIVED_EVALUATOR_REQUIRED","PAT-ABS-RESISTANCE-HOLD-BOUNCE-001::E02","UNVALIDATED"
"OPR-035","OBSERVATION","passive sell吸収継続","ABSORPTION_STATE","EXPLICIT_SELL_OR_ASK_COMPONENT","SIDE_RESOLVED","CD-G16-001 CD-G16-002 CD-G09-026 CD-G09-030","bid_absorption_like_active ask_absorption_like_active buy_no_progress_ratio_1s sell_no_progress_ratio_1s","CD-G16-037 CD-G16-038","bid_passive_defense_failed ask_passive_defense_failed","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic","ALL predicate classes true using fresh evidence strictly after prior transition","HYBRID","COMPOSITE_CONDITION_AVAILABLE","PAT-ABS-RESISTANCE-HOLD-BOUNCE-001::E03","UNVALIDATED"
"OPR-036","OBSERVATION","buyers減衰","TAPE_AGGRESSION TAPE_FADE","EXPLICIT_BUY_OR_BID_COMPONENT","SIDE_RESOLVED","CD-G08-002 CD-G08-014 CD-G08-017 CD-G08-023 CD-G08-026 CD-G08-038 CD-G08-041 CD-G08-047 CD-G10-002 CD-G16-007 CD-G16-008 CD-G16-033 CD-G16-034 CD-G10-014","buy_market_volume_1s buy_large_trade_count_1s buy_trade_rate_1s buy_side_share_1s sell_market_volume_1s sell_large_trade_count_1s sell_trade_rate_1s sell_side_share_1s trade_delta_5s buyer_fade_active seller_fade_active buy_momentum_fading sell_momentum_fading delta_acceleration_5s","CD-G16-007 CD-G16-008 CD-G16-009 CD-G16-010","buyer_fade_active seller_fade_active buyers_jump_in sellers_jump_in","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete","ALL predicate classes true using fresh evidence strictly after prior transition","DIRECT HYBRID","COMPOSITE_CONDITION_AVAILABLE DERIVED_EVALUATOR_REQUIRED","PAT-ABS-RESISTANCE-HOLD-BOUNCE-001::E04","UNVALIDATED"
"OPR-037","OBSERVATION","price下向き","PRICE_REVERSAL","EXPLICIT_SELL_OR_ASK_COMPONENT","SIDE_RESOLVED","CD-G09-034 CD-G09-038 CD-G16-015 CD-G16-016 CD-G16-040 CD-G16-041","reversion_from_window_high_1s reversion_from_window_low_1s high_rejection_active low_rejection_active directional_flow_resumed_up directional_flow_resumed_down","CD-G16-021 CD-G16-022","upside_breakout_follow_through downside_breakout_follow_through","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete","ALL predicate classes true using fresh evidence strictly after prior transition","HYBRID","COMPOSITE_CONDITION_AVAILABLE","PAT-ABS-RESISTANCE-HOLD-BOUNCE-001::E05","UNVALIDATED"
"OPR-038","OBSERVATION","stop zone接近","LOCATION_CONTEXT STOP_SWEEP","DYNAMIC_FROM_PATTERN_CONTEXT","SIDE_RESOLVED VARIANT_LOCATION","CD-G16-042 CD-G16-043 CD-G16-044 CD-G16-045 CD-G08-014 CD-G08-038","upward_sweep_active downward_sweep_active upside_stop_run_like downside_stop_run_like buy_large_trade_count_1s sell_large_trade_count_1s","CD-G16-021 CD-G16-022","upside_breakout_follow_through downside_breakout_follow_through","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic","ALL predicate classes true using fresh evidence strictly after prior transition","DIRECT HYBRID","COMPOSITE_CONDITION_AVAILABLE VARIANT_LOCATION_SELECTOR","PAT-ABS-STOPSWEEP-SNAPBACK-001::E01","UNVALIDATED"
"OPR-039","OBSERVATION","sweep／stop burst","STOP_SWEEP","DYNAMIC_FROM_PATTERN_CONTEXT","SIDE_RESOLVED","CD-G16-042 CD-G16-043 CD-G16-044 CD-G16-045 CD-G08-014 CD-G08-038","upward_sweep_active downward_sweep_active upside_stop_run_like downside_stop_run_like buy_large_trade_count_1s sell_large_trade_count_1s","CD-G16-021 CD-G16-022","upside_breakout_follow_through downside_breakout_follow_through","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic","ALL predicate classes true using fresh evidence strictly after prior transition","HYBRID","COMPOSITE_CONDITION_AVAILABLE","PAT-ABS-STOPSWEEP-SNAPBACK-001::E02","UNVALIDATED"
"OPR-040","OBSERVATION","hidden／passive wallが吸収","ABSORPTION_STATE WALL_STATE","DYNAMIC_FROM_PATTERN_CONTEXT","SIDE_RESOLVED","CD-G16-001 CD-G16-002 CD-G09-026 CD-G09-030 CD-G06-029 CD-G06-030 CD-G06-031 CD-G06-032 CD-G07-011 CD-G07-014 CD-G07-035 CD-G07-038 CD-G16-035 CD-G16-036 CD-G16-037 CD-G16-038","bid_absorption_like_active ask_absorption_like_active buy_no_progress_ratio_1s sell_no_progress_ratio_1s bid_wall_concentration_top10 distance_to_nearest_bid_wall ask_wall_concentration_top10 distance_to_nearest_ask_wall bid_refresh_count_1s bid_pull_ratio_1s ask_refresh_count_1s ask_pull_ratio_1s bid_passive_defense_holding ask_passive_defense_holding bid_passive_defense_failed ask_passive_defense_failed","CD-G16-037 CD-G16-038","bid_passive_defense_failed ask_passive_defense_failed","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic","ALL predicate classes true using fresh evidence strictly after prior transition","HYBRID","COMPOSITE_CONDITION_AVAILABLE","PAT-ABS-STOPSWEEP-SNAPBACK-001::E03","UNVALIDATED"
"OPR-041","OBSERVATION","follow-through欠如","BREAKOUT_FAILURE PRICE_PROGRESS","DYNAMIC_FROM_PATTERN_CONTEXT","SIDE_RESOLVED","CD-G16-023 CD-G16-024 CD-G09-034 CD-G09-038 CD-G09-002 CD-G09-006 CD-G09-018 CD-G09-022 CD-G16-021 CD-G16-022","upside_breakout_failure downside_breakout_failure reversion_from_window_high_1s reversion_from_window_low_1s upward_progress_ticks_1s downward_progress_ticks_1s buy_efficiency_1s sell_efficiency_1s upside_breakout_follow_through downside_breakout_follow_through","CD-G16-021 CD-G16-022 CD-G09-026 CD-G09-030","upside_breakout_follow_through downside_breakout_follow_through buy_no_progress_ratio_1s sell_no_progress_ratio_1s","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic","ALL predicate classes true using fresh evidence strictly after prior transition","DIRECT HYBRID","COMPOSITE_CONDITION_AVAILABLE DERIVED_EVALUATOR_REQUIRED","PAT-ABS-STOPSWEEP-SNAPBACK-001::E04","UNVALIDATED"
"OPR-042","OBSERVATION","level内へsnapback","RECLAIM_RETURN","TERMINAL_SIDE","SIDE_RESOLVED","CD-G16-025 CD-G16-026 CD-G09-034 CD-G09-038","reclaim_above_reference reclaim_below_reference reversion_from_window_high_1s reversion_from_window_low_1s","CD-G16-017 CD-G16-018","acceptance_above_reference acceptance_below_reference","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete","ALL predicate classes true using fresh evidence strictly after prior transition","HYBRID","COMPOSITE_CONDITION_AVAILABLE","PAT-ABS-STOPSWEEP-SNAPBACK-001::E05","UNVALIDATED"
"OPR-043","OBSERVATION","trend","TREND_CONTEXT","DYNAMIC_FROM_PATTERN_CONTEXT","SIDE_RESOLVED","CD-G02-016 CD-G02-023 CD-G16-040 CD-G16-041 CD-G09-002 CD-G09-006","trend_regime regime_age directional_flow_resumed_up directional_flow_resumed_down upward_progress_ticks_1s downward_progress_ticks_1s","CD-G02-017","balance_regime","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete","ALL predicate classes true using fresh evidence strictly after prior transition","HYBRID","DERIVED_EVALUATOR_REQUIRED","PAT-ABS-PULLBACK-MINORREVERSAL-001::E01 PAT-FA-UNFINISHED-DRYUP-REVERSAL-001::E01","UNVALIDATED"
"OPR-044","OBSERVATION","low-energy countertrend pullback","LIQUIDITY_PULL PULLBACK_STATE","DYNAMIC_FROM_PATTERN_CONTEXT","SIDE_RESOLVED TERMINAL_SIDE_RESOLVED","CD-G07-014 CD-G07-023 CD-G07-038 CD-G07-047 CD-G16-027 CD-G16-028 CD-G16-029 CD-G16-030","bid_pull_ratio_1s bid_depth_change_1s ask_pull_ratio_1s ask_depth_change_1s bullish_pullback_low_participation bearish_pullback_low_participation bullish_pullback_stall bearish_pullback_stall","CD-G07-017 CD-G07-041 CD-G16-031 CD-G16-032","bid_stack_ratio_1s ask_stack_ratio_1s buy_momentum_accelerating sell_momentum_accelerating","CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-020 CD-G01-021 CD-G01-027 CD-G01-005","depth_book_synced depth_sequence_contiguous depth_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed market_state_atomic cross_source_time_aligned window_complete trade_event_fresh","ALL predicate classes true using fresh evidence strictly after prior transition","DIRECT HYBRID","COMPOSITE_CONDITION_AVAILABLE DERIVED_EVALUATOR_REQUIRED","PAT-ABS-PULLBACK-MINORREVERSAL-001::E02","UNVALIDATED"
"OPR-045","OBSERVATION","prior swingでabsorption","ABSORPTION_STATE LOCATION_CONTEXT","DYNAMIC_FROM_PATTERN_CONTEXT","SIDE_RESOLVED VARIANT_LOCATION","CD-G16-001 CD-G16-002 CD-G09-026 CD-G09-030","bid_absorption_like_active ask_absorption_like_active buy_no_progress_ratio_1s sell_no_progress_ratio_1s","CD-G16-037 CD-G16-038","bid_passive_defense_failed ask_passive_defense_failed","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic","ALL predicate classes true using fresh evidence strictly after prior transition","DIRECT HYBRID","COMPOSITE_CONDITION_AVAILABLE VARIANT_LOCATION_SELECTOR","PAT-ABS-PULLBACK-MINORREVERSAL-001::E03","UNVALIDATED"
"OPR-046","OBSERVATION","countertrend側fade","TAPE_FADE","DYNAMIC_FROM_PATTERN_CONTEXT","SIDE_RESOLVED","CD-G16-007 CD-G16-008 CD-G16-033 CD-G16-034 CD-G08-017 CD-G08-041 CD-G10-014","buyer_fade_active seller_fade_active buy_momentum_fading sell_momentum_fading buy_trade_rate_1s sell_trade_rate_1s delta_acceleration_5s","CD-G16-009 CD-G16-010","buyers_jump_in sellers_jump_in","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete","ALL predicate classes true using fresh evidence strictly after prior transition","HYBRID","COMPOSITE_CONDITION_AVAILABLE","PAT-ABS-PULLBACK-MINORREVERSAL-001::E04","UNVALIDATED"
"OPR-047","OBSERVATION","with-trend aggressor復帰","TAPE_AGGRESSION","TERMINAL_SIDE","SIDE_RESOLVED","CD-G08-002 CD-G08-014 CD-G08-017 CD-G08-023 CD-G08-026 CD-G08-038 CD-G08-041 CD-G08-047 CD-G10-002","buy_market_volume_1s buy_large_trade_count_1s buy_trade_rate_1s buy_side_share_1s sell_market_volume_1s sell_large_trade_count_1s sell_trade_rate_1s sell_side_share_1s trade_delta_5s","CD-G16-007 CD-G16-008","buyer_fade_active seller_fade_active","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete","ALL predicate classes true using fresh evidence strictly after prior transition","DIRECT","DERIVED_EVALUATOR_REQUIRED","PAT-ABS-PULLBACK-MINORREVERSAL-001::E05","UNVALIDATED"
"OPR-048","OBSERVATION","upper key level","LOCATION_CONTEXT","DYNAMIC_FROM_PATTERN_CONTEXT","VARIANT_LOCATION","","","","","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic","ALL predicate classes true using fresh evidence strictly after prior transition","DIRECT","VARIANT_LOCATION_SELECTOR","PAT-EXH-BUYER-DOUBLE-FADE-001::E01","UNVALIDATED"
"OPR-049","OBSERVATION","buyer prints急減","TAPE_AGGRESSION TAPE_FADE TAPE_PARTICIPATION","EXPLICIT_BUY_OR_BID_COMPONENT","SIDE_RESOLVED","CD-G08-002 CD-G08-014 CD-G08-017 CD-G08-023 CD-G08-026 CD-G08-038 CD-G08-041 CD-G08-047 CD-G10-002 CD-G16-007 CD-G16-008 CD-G16-033 CD-G16-034 CD-G10-014 CD-G04-015 CD-G08-005 CD-G08-029","buy_market_volume_1s buy_large_trade_count_1s buy_trade_rate_1s buy_side_share_1s sell_market_volume_1s sell_large_trade_count_1s sell_trade_rate_1s sell_side_share_1s trade_delta_5s buyer_fade_active seller_fade_active buy_momentum_fading sell_momentum_fading delta_acceleration_5s trade_rate_percentile_1m buy_trade_count_1s sell_trade_count_1s","CD-G16-007 CD-G16-008 CD-G16-009 CD-G16-010 CD-G04-015","buyer_fade_active seller_fade_active buyers_jump_in sellers_jump_in trade_rate_percentile_1m","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete","ALL predicate classes true using fresh evidence strictly after prior transition","DIRECT HYBRID","COMPOSITE_CONDITION_AVAILABLE DERIVED_EVALUATOR_REQUIRED","PAT-EXH-BUYER-DOUBLE-FADE-001::E02","UNVALIDATED"
